student_id,event_timestamp,skill_gap_index
CSE_0079,2026-01-01 00:00:00+00:00,0.0
CSE_0080,2026-01-01 00:00:00+00:00,20.4
CSE_0081,2026-01-01 00:00:00+00:00,0.0
CSE_0082,2026-01-01 00:00:00+00:00,3.43
CSE_0083,2026-01-01 00:00:00+00:00,0.0
CSE_0084,2026-01-01 00:00:00+00:00,1.14
CSE_0085,2026-01-01 00:00:00+00:00,11.03
CSE_0086,2026-01-01 00:00:00+00:00,0.0
CSE_0087,2026-01-01 00:00:00+00:00,8.42
CSE_0088,2026-01-01 00:00:00+00:00,0.0
CSE_0089,2026-01-01 00:00:00+00:00,0.0
CSE_0090,2026-01-01 00:00:00+00:00,0.0
CSE_0091,2026-01-01 00:00:00+00:00,26.02
CSE_0092,2026-01-01 00:00:00+00:00,10.68
CSE_0093,2026-01-01 00:00:00+00:00,0.0
CSE_0094,2026-01-01 00:00:00+00:00,17.34
CSE_0095,2026-01-01 00:00:00+00:00,0.0
CSE_0096,2026-01-01 00:00:00+00:00,27.35
CSE_0097,2026-01-01 00:00:00+00:00,0.0
CSE_0098,2026-01-01 00:00:00+00:00,4.6
CSE_0099,2026-01-01 00:00:00+00:00,6.18
CSE_0100,2026-01-01 00:00:00+00:00,32.84
CSE_0101,2026-01-01 00:00:00+00:00,6.71
CSE_0102,2026-01-01 00:00:00+00:00,6.48
CSE_0103,2026-01-01 00:00:00+00:00,21.76
CSE_0104,2026-01-01 00:00:00+00:00,22.32
CSE_0105,2026-01-01 00:00:00+00:00,0.0
CSE_0106,2026-01-01 00:00:00+00:00,0.0
CSE_0107,2026-01-01 00:00:00+00:00,0.0
CSE_0108,2026-01-01 00:00:00+00:00,0.0
CSE_0109,2026-01-01 00:00:00+00:00,7.8
CSE_0110,2026-01-01 00:00:00+00:00,0.09
CSE_0111,2026-01-01 00:00:00+00:00,17.47
CSE_0112,2026-01-01 00:00:00+00:00,17.45
CSE_0113,2026-01-01 00:00:00+00:00,0.0
CSE_0114,2026-01-01 00:00:00+00:00,18.77
CSE_0115,2026-01-01 00:00:00+00:00,15.13
CSE_0116,2026-01-01 00:00:00+00:00,33.84
CSE_0117,2026-01-01 00:00:00+00:00,13.01
CSE_0118,2026-01-01 00:00:00+00:00,41.45
CSE_0119,2026-01-01 00:00:00+00:00,0.0
CSE_0120,2026-01-01 00:00:00+00:00,12.31
CSE_0121,2026-01-01 00:00:00+00:00,28.87
CSE_0122,2026-01-01 00:00:00+00:00,0.0
CSE_0123,2026-01-01 00:00:00+00:00,26.52
CSE_0124,2026-01-01 00:00:00+00:00,11.9
CSE_0125,2026-01-01 00:00:00+00:00,13.0
CSE_0126,2026-01-01 00:00:00+00:00,15.49
CSE_0127,2026-01-01 00:00:00+00:00,9.37
CSE_0128,2026-01-01 00:00:00+00:00,19.87
CSE_0129,2026-01-01 00:00:00+00:00,6.01
CSE_0130,2026-01-01 00:00:00+00:00,0.0
CSE_0131,2026-01-01 00:00:00+00:00,10.3
CSE_0132,2026-01-01 00:00:00+00:00,2.03
CSE_0133,2026-01-01 00:00:00+00:00,3.22
CSE_0134,2026-01-01 00:00:00+00:00,0.0
CSE_0135,2026-01-01 00:00:00+00:00,0.0
CSE_0136,2026-01-01 00:00:00+00:00,41.35
CSE_0137,2026-01-01 00:00:00+00:00,0.0
CSE_0138,2026-01-01 00:00:00+00:00,14.01
CSE_0139,2026-01-01 00:00:00+00:00,5.47
CSE_0140,2026-01-01 00:00:00+00:00,34.57
CSE_0141,2026-01-01 00:00:00+00:00,0.0
CSE_0142,2026-01-01 00:00:00+00:00,0.0
CSE_0143,2026-01-01 00:00:00+00:00,44.11
CSE_0144,2026-01-01 00:00:00+00:00,2.6
CSE_0145,2026-01-01 00:00:00+00:00,6.14
CSE_0146,2026-01-01 00:00:00+00:00,0.0
CSE_0147,2026-01-01 00:00:00+00:00,0.0
CSE_0148,2026-01-01 00:00:00+00:00,33.14
CSE_0149,2026-01-01 00:00:00+00:00,0.0
CSE_0150,2026-01-01 00:00:00+00:00,21.9
CSE_0151,2026-01-01 00:00:00+00:00,0.0
CSE_0152,2026-01-01 00:00:00+00:00,22.68
CSE_0153,2026-01-01 00:00:00+00:00,5.2
CSE_0154,2026-01-01 00:00:00+00:00,32.06
CSE_0155,2026-01-01 00:00:00+00:00,7.36
CSE_0156,2026-01-01 00:00:00+00:00,23.79
CSE_0157,2026-01-01 00:00:00+00:00,20.96
CSE_0158,2026-01-01 00:00:00+00:00,18.15
CSE_0159,2026-01-01 00:00:00+00:00,24.48
CSE_0160,2026-01-01 00:00:00+00:00,13.63
CSE_0161,2026-01-01 00:00:00+00:00,0.0
CSE_0162,2026-01-01 00:00:00+00:00,0.0
CSE_0163,2026-01-01 00:00:00+00:00,17.42
CSE_0164,2026-01-01 00:00:00+00:00,0.0
CSE_0165,2026-01-01 00:00:00+00:00,9.72
CSE_0166,2026-01-01 00:00:00+00:00,0.0
CSE_0167,2026-01-01 00:00:00+00:00,0.0
CSE_0168,2026-01-01 00:00:00+00:00,16.15
CSE_0169,2026-01-01 00:00:00+00:00,3.55
CSE_0170,2026-01-01 00:00:00+00:00,8.01
CSE_0171,2026-01-01 00:00:00+00:00,13.04
CSE_0172,2026-01-01 00:00:00+00:00,0.0
CSE_0173,2026-01-01 00:00:00+00:00,29.68
CSE_0174,2026-01-01 00:00:00+00:00,17.26
CSE_0175,2026-01-01 00:00:00+00:00,0.92
CSE_0176,2026-01-01 00:00:00+00:00,28.49
CSE_0177,2026-01-01 00:00:00+00:00,9.76
CSE_0178,2026-01-01 00:00:00+00:00,35.22
CSE_0179,2026-01-01 00:00:00+00:00,2.66
CSE_0180,2026-01-01 00:00:00+00:00,3.65
CSE_0181,2026-01-01 00:00:00+00:00,0.0
CSE_0182,2026-01-01 00:00:00+00:00,0.0
CSE_0183,2026-01-01 00:00:00+00:00,23.23
CSE_0184,2026-01-01 00:00:00+00:00,0.15
CSE_0185,2026-01-01 00:00:00+00:00,6.35
CSE_0186,2026-01-01 00:00:00+00:00,0.0
CSE_0187,2026-01-01 00:00:00+00:00,0.0
CSE_0188,2026-01-01 00:00:00+00:00,13.02
CSE_0189,2026-01-01 00:00:00+00:00,0.0
CSE_0190,2026-01-01 00:00:00+00:00,13.0
CSE_0191,2026-01-01 00:00:00+00:00,25.73
CSE_0192,2026-01-01 00:00:00+00:00,0.52
CSE_0193,2026-01-01 00:00:00+00:00,0.0
CSE_0194,2026-01-01 00:00:00+00:00,32.98
CSE_0195,2026-01-01 00:00:00+00:00,0.0
CSE_0196,2026-01-01 00:00:00+00:00,0.0
CSE_0197,2026-01-01 00:00:00+00:00,10.58
CSE_0198,2026-01-01 00:00:00+00:00,2.13
CSE_0199,2026-01-01 00:00:00+00:00,0.0
CSE_0200,2026-01-01 00:00:00+00:00,36.29
CSE_0201,2026-01-01 00:00:00+00:00,0.0
CSE_0202,2026-01-01 00:00:00+00:00,1.22
CSE_0203,2026-01-01 00:00:00+00:00,0.0
CSE_0204,2026-01-01 00:00:00+00:00,22.5
CSE_0205,2026-01-01 00:00:00+00:00,33.1
CSE_0206,2026-01-01 00:00:00+00:00,9.49
CSE_0207,2026-01-01 00:00:00+00:00,0.0
CSE_0208,2026-01-01 00:00:00+00:00,12.08
CSE_0209,2026-01-01 00:00:00+00:00,0.0
CSE_0210,2026-01-01 00:00:00+00:00,20.69
CSE_0211,2026-01-01 00:00:00+00:00,0.0
CSE_0212,2026-01-01 00:00:00+00:00,0.0
CSE_0213,2026-01-01 00:00:00+00:00,22.33
CSE_0214,2026-01-01 00:00:00+00:00,14.49
CSE_0215,2026-01-01 00:00:00+00:00,19.65
CSE_0216,2026-01-01 00:00:00+00:00,0.0
CSE_0217,2026-01-01 00:00:00+00:00,0.0
CSE_0218,2026-01-01 00:00:00+00:00,0.0
CSE_0219,2026-01-01 00:00:00+00:00,0.0
CSE_0220,2026-01-01 00:00:00+00:00,8.19
CSE_0221,2026-01-01 00:00:00+00:00,9.51
CSE_0222,2026-01-01 00:00:00+00:00,11.06
CSE_0223,2026-01-01 00:00:00+00:00,0.0
CSE_0224,2026-01-01 00:00:00+00:00,34.35
CSE_0225,2026-01-01 00:00:00+00:00,0.0
CSE_0226,2026-01-01 00:00:00+00:00,0.0
CSE_0227,2026-01-01 00:00:00+00:00,8.07
CSE_0228,2026-01-01 00:00:00+00:00,0.0
CSE_0229,2026-01-01 00:00:00+00:00,13.13
CSE_0230,2026-01-01 00:00:00+00:00,8.94
CSE_0231,2026-01-01 00:00:00+00:00,0.0
CSE_0232,2026-01-01 00:00:00+00:00,12.59
CSE_0233,2026-01-01 00:00:00+00:00,26.64
CSE_0234,2026-01-01 00:00:00+00:00,0.0
CSE_0235,2026-01-01 00:00:00+00:00,29.81
CSE_0236,2026-01-01 00:00:00+00:00,0.0
CSE_0237,2026-01-01 00:00:00+00:00,0.0
CSE_0238,2026-01-01 00:00:00+00:00,12.74
CSE_0239,2026-01-01 00:00:00+00:00,38.35
CSE_0240,2026-01-01 00:00:00+00:00,9.33
CSE_0241,2026-01-01 00:00:00+00:00,23.24
CSE_0242,2026-01-01 00:00:00+00:00,0.0
CSE_0243,2026-01-01 00:00:00+00:00,3.7
CSE_0244,2026-01-01 00:00:00+00:00,26.12
CSE_0245,2026-01-01 00:00:00+00:00,33.91
CSE_0246,2026-01-01 00:00:00+00:00,0.0
CSE_0247,2026-01-01 00:00:00+00:00,10.28
CSE_0248,2026-01-01 00:00:00+00:00,0.0
CSE_0249,2026-01-01 00:00:00+00:00,4.34
CSE_0250,2026-01-01 00:00:00+00:00,0.0
CSE_0251,2026-01-01 00:00:00+00:00,38.7
CSE_0252,2026-01-01 00:00:00+00:00,5.47
CSE_0253,2026-01-01 00:00:00+00:00,1.76
CSE_0254,2026-01-01 00:00:00+00:00,29.07
CSE_0255,2026-01-01 00:00:00+00:00,27.87
CSE_0256,2026-01-01 00:00:00+00:00,0.0
CSE_0257,2026-01-01 00:00:00+00:00,3.94
CSE_0258,2026-01-01 00:00:00+00:00,16.26
CSE_0259,2026-01-01 00:00:00+00:00,1.67
CSE_0260,2026-01-01 00:00:00+00:00,39.96
CSE_0261,2026-01-01 00:00:00+00:00,0.0
CSE_0262,2026-01-01 00:00:00+00:00,0.0
CSE_0263,2026-01-01 00:00:00+00:00,0.0
CSE_0264,2026-01-01 00:00:00+00:00,16.1
CSE_0265,2026-01-01 00:00:00+00:00,0.0
CSE_0266,2026-01-01 00:00:00+00:00,8.93
CSE_0267,2026-01-01 00:00:00+00:00,1.57
CSE_0268,2026-01-01 00:00:00+00:00,0.0
CSE_0269,2026-01-01 00:00:00+00:00,15.29
CSE_0270,2026-01-01 00:00:00+00:00,0.0
CSE_0271,2026-01-01 00:00:00+00:00,8.47
CSE_0272,2026-01-01 00:00:00+00:00,0.0
CSE_0273,2026-01-01 00:00:00+00:00,0.0
CSE_0274,2026-01-01 00:00:00+00:00,5.87
CSE_0275,2026-01-01 00:00:00+00:00,0.0
CSE_0276,2026-01-01 00:00:00+00:00,9.13
CSE_0277,2026-01-01 00:00:00+00:00,0.0
CSE_0278,2026-01-01 00:00:00+00:00,4.69
CSE_0279,2026-01-01 00:00:00+00:00,56.05
CSE_0280,2026-01-01 00:00:00+00:00,2.65
CSE_0281,2026-01-01 00:00:00+00:00,0.0
CSE_0282,2026-01-01 00:00:00+00:00,0.0
CSE_0283,2026-01-01 00:00:00+00:00,13.16
CSE_0284,2026-01-01 00:00:00+00:00,19.65
CSE_0285,2026-01-01 00:00:00+00:00,0.0
CSE_0286,2026-01-01 00:00:00+00:00,39.64
CSE_0287,2026-01-01 00:00:00+00:00,35.86
CSE_0288,2026-01-01 00:00:00+00:00,7.68
CSE_0289,2026-01-01 00:00:00+00:00,26.1
CSE_0290,2026-01-01 00:00:00+00:00,3.67
CSE_0291,2026-01-01 00:00:00+00:00,8.32
CSE_0292,2026-01-01 00:00:00+00:00,0.0
CSE_0293,2026-01-01 00:00:00+00:00,0.0
CSE_0294,2026-01-01 00:00:00+00:00,28.25
CSE_0295,2026-01-01 00:00:00+00:00,32.02
CSE_0296,2026-01-01 00:00:00+00:00,0.0
CSE_0297,2026-01-01 00:00:00+00:00,0.0
CSE_0298,2026-01-01 00:00:00+00:00,0.0
CSE_0299,2026-01-01 00:00:00+00:00,15.95
CSE_0300,2026-01-01 00:00:00+00:00,0.0
CSE_0301,2026-01-01 00:00:00+00:00,3.85
CSE_0302,2026-01-01 00:00:00+00:00,17.27
CSE_0303,2026-01-01 00:00:00+00:00,31.42
CSE_0304,2026-01-01 00:00:00+00:00,30.48
CSE_0305,2026-01-01 00:00:00+00:00,14.71
CSE_0306,2026-01-01 00:00:00+00:00,0.0
CSE_0307,2026-01-01 00:00:00+00:00,0.0
CSE_0308,2026-01-01 00:00:00+00:00,27.16
CSE_0309,2026-01-01 00:00:00+00:00,1.75
CSE_0310,2026-01-01 00:00:00+00:00,26.74
CSE_0311,2026-01-01 00:00:00+00:00,0.0
CSE_0312,2026-01-01 00:00:00+00:00,9.45
CSE_0313,2026-01-01 00:00:00+00:00,30.65
CSE_0314,2026-01-01 00:00:00+00:00,0.0
CSE_0315,2026-01-01 00:00:00+00:00,0.0
CSE_0316,2026-01-01 00:00:00+00:00,0.73
CSE_0317,2026-01-01 00:00:00+00:00,10.4
CSE_0318,2026-01-01 00:00:00+00:00,18.11
CSE_0319,2026-01-01 00:00:00+00:00,24.86
CSE_0320,2026-01-01 00:00:00+00:00,0.0
CSE_0321,2026-01-01 00:00:00+00:00,0.0
CSE_0322,2026-01-01 00:00:00+00:00,0.0
CSE_0323,2026-01-01 00:00:00+00:00,22.16
CSE_0324,2026-01-01 00:00:00+00:00,7.69
CSE_0325,2026-01-01 00:00:00+00:00,5.62
CSE_0326,2026-01-01 00:00:00+00:00,24.21
CSE_0327,2026-01-01 00:00:00+00:00,23.14
CSE_0328,2026-01-01 00:00:00+00:00,30.81
CSE_0329,2026-01-01 00:00:00+00:00,6.77
CSE_0330,2026-01-01 00:00:00+00:00,4.85
CSE_0331,2026-01-01 00:00:00+00:00,30.36
CSE_0332,2026-01-01 00:00:00+00:00,44.37
CSE_0333,2026-01-01 00:00:00+00:00,23.59
CSE_0334,2026-01-01 00:00:00+00:00,24.31
CSE_0335,2026-01-01 00:00:00+00:00,4.84
CSE_0336,2026-01-01 00:00:00+00:00,0.0
CSE_0337,2026-01-01 00:00:00+00:00,32.55
CSE_0338,2026-01-01 00:00:00+00:00,0.0
CSE_0339,2026-01-01 00:00:00+00:00,0.0
CSE_0340,2026-01-01 00:00:00+00:00,6.05
CSE_0341,2026-01-01 00:00:00+00:00,0.0
CSE_0342,2026-01-01 00:00:00+00:00,33.65
CSE_0343,2026-01-01 00:00:00+00:00,0.0
CSE_0344,2026-01-01 00:00:00+00:00,6.84
CSE_0345,2026-01-01 00:00:00+00:00,23.13
CSE_0346,2026-01-01 00:00:00+00:00,6.43
CSE_0347,2026-01-01 00:00:00+00:00,20.33
CSE_0348,2026-01-01 00:00:00+00:00,8.61
CSE_0349,2026-01-01 00:00:00+00:00,0.04
CSE_0350,2026-01-01 00:00:00+00:00,0.0
CSE_0351,2026-01-01 00:00:00+00:00,0.0
CSE_0352,2026-01-01 00:00:00+00:00,0.0
CSE_0353,2026-01-01 00:00:00+00:00,37.42
CSE_0354,2026-01-01 00:00:00+00:00,7.37
CSE_0355,2026-01-01 00:00:00+00:00,0.0
CSE_0356,2026-01-01 00:00:00+00:00,10.03
CSE_0357,2026-01-01 00:00:00+00:00,4.43
CSE_0358,2026-01-01 00:00:00+00:00,0.0
CSE_0359,2026-01-01 00:00:00+00:00,14.84
CSE_0360,2026-01-01 00:00:00+00:00,0.0
CSE_0361,2026-01-01 00:00:00+00:00,3.72
CSE_0362,2026-01-01 00:00:00+00:00,0.0
CSE_0363,2026-01-01 00:00:00+00:00,0.92
CSE_0364,2026-01-01 00:00:00+00:00,9.92
CSE_0365,2026-01-01 00:00:00+00:00,0.0
CSE_0366,2026-01-01 00:00:00+00:00,13.66
CSE_0367,2026-01-01 00:00:00+00:00,0.0
CSE_0368,2026-01-01 00:00:00+00:00,13.86
CSE_0369,2026-01-01 00:00:00+00:00,11.96
CSE_0370,2026-01-01 00:00:00+00:00,0.68
CSE_0371,2026-01-01 00:00:00+00:00,14.93
CSE_0372,2026-01-01 00:00:00+00:00,20.27
CSE_0373,2026-01-01 00:00:00+00:00,10.9
CSE_0374,2026-01-01 00:00:00+00:00,21.68
CSE_0375,2026-01-01 00:00:00+00:00,0.0
CSE_0376,2026-01-01 00:00:00+00:00,3.57
CSE_0377,2026-01-01 00:00:00+00:00,23.14
CSE_0378,2026-01-01 00:00:00+00:00,0.0
CSE_0379,2026-01-01 00:00:00+00:00,0.0
CSE_0380,2026-01-01 00:00:00+00:00,11.29
CSE_0381,2026-01-01 00:00:00+00:00,0.0
CSE_0382,2026-01-01 00:00:00+00:00,0.0
CSE_0383,2026-01-01 00:00:00+00:00,0.0
CSE_0384,2026-01-01 00:00:00+00:00,0.96
CSE_0385,2026-01-01 00:00:00+00:00,0.0
CSE_0386,2026-01-01 00:00:00+00:00,30.07
CSE_0387,2026-01-01 00:00:00+00:00,2.63
CSE_0388,2026-01-01 00:00:00+00:00,28.35
CSE_0389,2026-01-01 00:00:00+00:00,33.39
CSE_0390,2026-01-01 00:00:00+00:00,0.0
CSE_0391,2026-01-01 00:00:00+00:00,0.0
CSE_0392,2026-01-01 00:00:00+00:00,3.46
CSE_0393,2026-01-01 00:00:00+00:00,3.17
CSE_0394,2026-01-01 00:00:00+00:00,28.54
CSE_0395,2026-01-01 00:00:00+00:00,0.0
CSE_0396,2026-01-01 00:00:00+00:00,28.63
CSE_0397,2026-01-01 00:00:00+00:00,0.0
CSE_0398,2026-01-01 00:00:00+00:00,0.0
CSE_0399,2026-01-01 00:00:00+00:00,23.74
CSE_0400,2026-01-01 00:00:00+00:00,16.24
CSE_0401,2026-01-01 00:00:00+00:00,8.61
CSE_0402,2026-01-01 00:00:00+00:00,0.0
CSE_0403,2026-01-01 00:00:00+00:00,13.61
CSE_0404,2026-01-01 00:00:00+00:00,4.17
CSE_0405,2026-01-01 00:00:00+00:00,19.68
CSE_0406,2026-01-01 00:00:00+00:00,0.0
CSE_0407,2026-01-01 00:00:00+00:00,33.58
CSE_0408,2026-01-01 00:00:00+00:00,48.46
CSE_0409,2026-01-01 00:00:00+00:00,2.98
CSE_0410,2026-01-01 00:00:00+00:00,0.0
CSE_0411,2026-01-01 00:00:00+00:00,0.0
CSE_0412,2026-01-01 00:00:00+00:00,10.34
CSE_0413,2026-01-01 00:00:00+00:00,23.15
CSE_0414,2026-01-01 00:00:00+00:00,0.0
CSE_0415,2026-01-01 00:00:00+00:00,11.76
CSE_0416,2026-01-01 00:00:00+00:00,5.11
CSE_0417,2026-01-01 00:00:00+00:00,15.34
CSE_0418,2026-01-01 00:00:00+00:00,0.0
CSE_0419,2026-01-01 00:00:00+00:00,17.02
CSE_0420,2026-01-01 00:00:00+00:00,22.54
CSE_0421,2026-01-01 00:00:00+00:00,0.0
CSE_0422,2026-01-01 00:00:00+00:00,14.36
CSE_0423,2026-01-01 00:00:00+00:00,8.15
CSE_0424,2026-01-01 00:00:00+00:00,16.49
CSE_0425,2026-01-01 00:00:00+00:00,11.99
CSE_0426,2026-01-01 00:00:00+00:00,11.91
CSE_0427,2026-01-01 00:00:00+00:00,0.0
CSE_0428,2026-01-01 00:00:00+00:00,0.0
CSE_0429,2026-01-01 00:00:00+00:00,0.0
CSE_0430,2026-01-01 00:00:00+00:00,0.0
CSE_0431,2026-01-01 00:00:00+00:00,13.43
CSE_0432,2026-01-01 00:00:00+00:00,21.49
CSE_0433,2026-01-01 00:00:00+00:00,0.0
CSE_0434,2026-01-01 00:00:00+00:00,0.0
CSE_0435,2026-01-01 00:00:00+00:00,0.0
CSE_0436,2026-01-01 00:00:00+00:00,0.0
CSE_0437,2026-01-01 00:00:00+00:00,22.64
CSE_0438,2026-01-01 00:00:00+00:00,19.82
CSE_0439,2026-01-01 00:00:00+00:00,0.0
CSE_0440,2026-01-01 00:00:00+00:00,0.0
CSE_0441,2026-01-01 00:00:00+00:00,0.0
CSE_0442,2026-01-01 00:00:00+00:00,14.73
CSE_0443,2026-01-01 00:00:00+00:00,0.0
CSE_0444,2026-01-01 00:00:00+00:00,0.0
CSE_0445,2026-01-01 00:00:00+00:00,13.05
CSE_0446,2026-01-01 00:00:00+00:00,16.7
CSE_0447,2026-01-01 00:00:00+00:00,0.0
CSE_0448,2026-01-01 00:00:00+00:00,0.0
CSE_0449,2026-01-01 00:00:00+00:00,10.46
CSE_0450,2026-01-01 00:00:00+00:00,52.92
CSE_0451,2026-01-01 00:00:00+00:00,8.6
CSE_0452,2026-01-01 00:00:00+00:00,0.0
CSE_0453,2026-01-01 00:00:00+00:00,10.62
CSE_0454,2026-01-01 00:00:00+00:00,0.0
CSE_0455,2026-01-01 00:00:00+00:00,0.0
CSE_0456,2026-01-01 00:00:00+00:00,34.83
CSE_0457,2026-01-01 00:00:00+00:00,0.0
CSE_0458,2026-01-01 00:00:00+00:00,12.6
CSE_0459,2026-01-01 00:00:00+00:00,13.6
CSE_0460,2026-01-01 00:00:00+00:00,37.7
CSE_0461,2026-01-01 00:00:00+00:00,16.7
CSE_0462,2026-01-01 00:00:00+00:00,25.39
CSE_0463,2026-01-01 00:00:00+00:00,21.4
CSE_0464,2026-01-01 00:00:00+00:00,0.0
CSE_0465,2026-01-01 00:00:00+00:00,10.72
CSE_0466,2026-01-01 00:00:00+00:00,24.15
CSE_0467,2026-01-01 00:00:00+00:00,9.22
CSE_0468,2026-01-01 00:00:00+00:00,0.0
CSE_0469,2026-01-01 00:00:00+00:00,0.0
CSE_0470,2026-01-01 00:00:00+00:00,23.76
CSE_0471,2026-01-01 00:00:00+00:00,18.19
CSE_0472,2026-01-01 00:00:00+00:00,0.0
CSE_0473,2026-01-01 00:00:00+00:00,43.53
CSE_0474,2026-01-01 00:00:00+00:00,0.0
CSE_0475,2026-01-01 00:00:00+00:00,6.76
CSE_0476,2026-01-01 00:00:00+00:00,0.0
CSE_0477,2026-01-01 00:00:00+00:00,5.09
CSE_0478,2026-01-01 00:00:00+00:00,13.0
CSE_0479,2026-01-01 00:00:00+00:00,3.48
CSE_0480,2026-01-01 00:00:00+00:00,0.0
CSE_0481,2026-01-01 00:00:00+00:00,27.36
CSE_0482,2026-01-01 00:00:00+00:00,0.0
CSE_0483,2026-01-01 00:00:00+00:00,25.39
CSE_0484,2026-01-01 00:00:00+00:00,31.33
CSE_0485,2026-01-01 00:00:00+00:00,4.17
CSE_0486,2026-01-01 00:00:00+00:00,0.0
CSE_0487,2026-01-01 00:00:00+00:00,16.98
CSE_0488,2026-01-01 00:00:00+00:00,10.12
CSE_0489,2026-01-01 00:00:00+00:00,13.11
CSE_0490,2026-01-01 00:00:00+00:00,42.73
CSE_0491,2026-01-01 00:00:00+00:00,4.57
CSE_0492,2026-01-01 00:00:00+00:00,0.0
CSE_0493,2026-01-01 00:00:00+00:00,0.0
CSE_0494,2026-01-01 00:00:00+00:00,1.86
CSE_0495,2026-01-01 00:00:00+00:00,28.89
CSE_0496,2026-01-01 00:00:00+00:00,3.87
CSE_0497,2026-01-01 00:00:00+00:00,0.0
CSE_0498,2026-01-01 00:00:00+00:00,0.0
